DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4
02M047,47 The American Sign Language and English Secondar,Students with Disabilities,2017-18,50,15,18,s,s,33,66.0%,17,34.0%,s,s,14,28.0%,32,64.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,6,46.2%,s,s,s,s,s,s,s,s,11,s,s,s,s,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,All Students,2017-18,281,91,80,55,55,139,49.5%,142,50.5%,18,6.4%,83,29.5%,166,59.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,66,11,16.7%,29,43.9%,20,30.3%,6,9.1%,26,39.4%,59,34,57.6%,18,30.5%,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,English Language Learners,2017-18,14,s,s,No Data,No Data,s,s,s,s,s,s,s,s,11,78.6%,s,s,s,s,11,78.6%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,Enrolled over the Counter,2017-18,18,11,s,s,s,s,s,s,s,s,s,6,33.3%,10,55.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,Receive free or reduced price lunch,2017-18,229,81,69,43,36,106,46.3%,123,53.7%,13,5.7%,67,29.3%,138,60.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,59,s,s,25,42.4%,18,30.5%,s,s,s,s,54,33,61.1%,15,27.8%,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,Students in temporary housing,2017-18,44,21,14,s,s,16,36.4%,28,63.6%,s,s,21,47.7%,19,43.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,s,s,7,87.5%,s,s,s,s,s,s,10,7,70.0%,s,s,s,s,s,s,s,s
02M135,The Urban Assembly School for Emergency Management,Students with Disabilities,2017-18,58,22,22,6,8,18,31.0%,40,69.0%,s,s,16,27.6%,34,58.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,15,7,46.7%,6,40.0%,s,s,s,s,s,s,14,10,71.4%,s,s,s,s,s,s,s,s
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,All Students,2017-18,394,112,111,85,86,127,32.2%,267,67.8%,s,s,102,25.9%,260,66.0%,s,s,19,4.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,105,24,22.9%,41,39.0%,34,32.4%,6,5.7%,40,38.1%,90,32,35.6%,45,50.0%,s,s,s,s,s,s
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,English Language Learners,2017-18,26,15,6,s,s,6,23.1%,20,76.9%,s,s,s,s,21,80.8%,s,s,s,s,22,84.6%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,13,8,61.5%,s,s,s,s,s,s,s,s,12,8,66.7%,s,s,s,s,s,s,s,s
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Enrolled over the Counter,2017-18,s,No Data,s,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Receive free or reduced price lunch,2017-18,330,95,89,73,73,107,32.4%,223,67.6%,s,s,82,24.8%,225,68.2%,s,s,12,3.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,88,s,s,34,38.6%,29,33.0%,s,s,s,s,79,27,34.2%,39,49.4%,s,s,s,s,s,s
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Students in temporary housing,2017-18,33,s,s,11,s,9,27.3%,24,72.7%,s,s,10,30.3%,20,60.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Students with Disabilities,2017-18,97,24,26,26,21,20,20.6%,77,79.4%,s,s,26,26.8%,63,64.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,13,61.9%,7,33.3%,s,s,s,s,s,s,18,12,66.7%,6,33.3%,s,s,s,s,s,s
02M260,M.S. 260 Clinton School Writers & Artists,All Students,2017-18,311,122,106,83,No Data,216,69.5%,95,30.5%,36,11.6%,19,6.1%,43,13.8%,17,5.5%,196,63.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,98,s,s,s,s,42,42.9%,41,41.8%,83,84.7%,63,9,14.3%,30,47.6%,17,27.0%,7,11.1%,24,38.1%
02M260,M.S. 260 Clinton School Writers & Artists,English Language Learners,2017-18,s,No Data,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M260,M.S. 260 Clinton School Writers & Artists,Enrolled over the Counter,2017-18,s,No Data,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M260,M.S. 260 Clinton School Writers & Artists,Receive free or reduced price lunch,2017-18,58,18,23,17,No Data,40,69.0%,18,31.0%,12,20.7%,s,s,17,29.3%,s,s,22,37.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,17,s,s,s,s,9,52.9%,s,s,s,s,12,s,s,s,s,s,s,s,s,s,s
02M260,M.S. 260 Clinton School Writers & Artists,Students in temporary housing,2017-18,s,No Data,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M260,M.S. 260 Clinton School Writers & Artists,Students with Disabilities,2017-18,52,23,19,10,No Data,34,65.4%,18,34.6%,s,s,s,s,9,17.3%,s,s,31,59.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,18,s,s,9,50.0%,s,s,s,s,s,s,14,6,42.9%,6,42.9%,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,All Students,2017-18,367,108,98,80,81,207,56.4%,160,43.6%,23,6.3%,127,34.6%,173,47.1%,15,4.1%,29,7.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,96,13,13.5%,37,38.5%,39,40.6%,7,7.3%,46,47.9%,83,40,48.2%,32,38.6%,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,English Language Learners,2017-18,14,9,s,s,No Data,s,s,s,s,s,s,s,s,9,64.3%,s,s,s,s,9,64.3%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,9,8,88.9%,s,s,s,s,s,s,s,s,9,9,100.0%,s,s,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,Enrolled over the Counter,2017-18,19,11,s,s,s,s,s,s,s,s,s,11,57.9%,7,36.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,Receive free or reduced price lunch,2017-18,294,97,76,60,61,170,57.8%,124,42.2%,18,6.1%,104,35.4%,145,49.3%,10,3.4%,17,5.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,88,12,13.6%,35,39.8%,35,39.8%,6,6.8%,41,46.6%,75,37,49.3%,30,40.0%,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,Students in temporary housing,2017-18,37,16,12,s,s,22,59.5%,15,40.5%,s,s,16,43.2%,17,45.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,14,s,s,8,57.1%,s,s,s,s,s,s,11,s,s,s,s,s,s,s,s,s,s
02M280,Manhattan Early College School for Advertising,Students with Disabilities,2017-18,79,25,23,14,17,33,41.8%,46,58.2%,s,s,33,41.8%,29,36.7%,s,s,9,11.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,9,42.9%,8,38.1%,s,s,s,s,s,s,20,18,90.0%,s,s,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,All Students,2017-18,386,137,99,71,79,113,29.3%,273,70.7%,40,10.4%,101,26.2%,180,46.6%,25,6.5%,40,10.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,95,s,s,43,45.3%,35,36.8%,s,s,s,s,90,41,45.6%,35,38.9%,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,English Language Learners,2017-18,18,11,s,s,s,6,33.3%,12,66.7%,s,s,s,s,14,77.8%,s,s,s,s,15,83.3%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,8,7,87.5%,s,s,s,s,s,s,s,s,9,8,88.9%,s,s,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,Enrolled over the Counter,2017-18,10,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,Receive free or reduced price lunch,2017-18,287,105,70,55,57,80,27.9%,207,72.1%,33,11.5%,70,24.4%,151,52.6%,14,4.9%,19,6.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,73,s,s,34,46.6%,26,35.6%,s,s,s,s,69,31,44.9%,27,39.1%,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,Students in temporary housing,2017-18,27,11,6,s,s,12,44.4%,15,55.6%,s,s,9,33.3%,15,55.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
02M282,Urban Assembly Maker Academy,Students with Disabilities,2017-18,65,38,16,s,s,14,21.5%,51,78.5%,s,s,21,32.3%,32,49.2%,s,s,9,13.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,9,36.0%,11,44.0%,s,s,s,s,s,s,24,19,79.2%,s,s,s,s,s,s,s,s
02M288,Food and Finance High School,All Students,2017-18,378,125,93,82,78,211,55.8%,167,44.2%,17,4.5%,150,39.7%,188,49.7%,13,3.4%,10,2.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,101,17,16.8%,41,40.6%,37,36.6%,6,5.9%,43,42.6%,88,40,45.5%,38,43.2%,s,s,s,s,s,s
02M288,Food and Finance High School,English Language Learners,2017-18,20,6,10,s,s,7,35.0%,13,65.0%,s,s,s,s,17,85.0%,s,s,s,s,18,90.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M288,Food and Finance High School,Enrolled over the Counter,2017-18,7,s,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M288,Food and Finance High School,Receive free or reduced price lunch,2017-18,333,115,79,76,63,183,55.0%,150,45.0%,16,4.8%,129,38.7%,174,52.3%,6,1.8%,8,2.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,92,s,s,37,40.2%,35,38.0%,s,s,s,s,80,37,46.3%,35,43.8%,s,s,s,s,s,s
02M288,Food and Finance High School,Students in temporary housing,2017-18,34,12,9,s,s,27,79.4%,7,20.6%,s,s,17,50.0%,16,47.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M288,Food and Finance High School,Students with Disabilities,2017-18,80,33,17,18,12,33,41.2%,47,58.7%,s,s,35,43.8%,36,45.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,12,57.1%,7,33.3%,s,s,s,s,s,s,20,15,75.0%,s,s,s,s,s,s,s,s
02M294,Essex Street Academy,All Students,2017-18,340,93,86,78,83,188,55.3%,152,44.7%,21,6.2%,130,38.2%,139,40.9%,30,8.8%,20,5.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,63,8,12.7%,34,54.0%,15,23.8%,6,9.5%,21,33.3%,56,23,41.1%,25,44.6%,s,s,s,s,s,s
02M294,Essex Street Academy,Enrolled over the Counter,2017-18,15,s,7,s,No Data,9,60.0%,6,40.0%,s,s,s,s,7,46.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M294,Essex Street Academy,Receive free or reduced price lunch,2017-18,234,61,65,56,52,132,56.4%,102,43.6%,12,5.1%,91,38.9%,109,46.6%,15,6.4%,7,3.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,43,s,s,21,48.8%,10,23.3%,s,s,s,s,37,14,37.8%,17,45.9%,s,s,s,s,s,s
02M294,Essex Street Academy,Students in temporary housing,2017-18,19,s,9,s,No Data,13,68.4%,6,31.6%,s,s,8,42.1%,6,31.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M294,Essex Street Academy,Students with Disabilities,2017-18,89,24,23,25,17,38,42.7%,51,57.3%,8,9.0%,34,38.2%,35,39.3%,6,6.7%,6,6.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,s,s,12,75.0%,s,s,s,s,s,s,14,8,57.1%,6,42.9%,s,s,s,s,s,s
02M296,High School of Hospitality Management,All Students,2017-18,391,141,115,67,68,280,71.6%,111,28.4%,16,4.1%,110,28.1%,235,60.1%,20,5.1%,10,2.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,104,s,s,50,48.1%,30,28.8%,s,s,s,s,89,43,48.3%,37,41.6%,s,s,s,s,s,s
02M296,High School of Hospitality Management,English Language Learners,2017-18,37,18,9,s,s,17,45.9%,20,54.1%,s,s,s,s,30,81.1%,s,s,s,s,30,81.1%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,12,8,66.7%,s,s,s,s,s,s,s,s,12,11,91.7%,s,s,s,s,s,s,s,s
02M296,High School of Hospitality Management,Enrolled over the Counter,2017-18,9,s,6,No Data,s,s,s,s,s,s,s,s,s,6,66.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M296,High School of Hospitality Management,Receive free or reduced price lunch,2017-18,359,127,105,65,62,260,72.4%,99,27.6%,13,3.6%,97,27.0%,222,61.8%,18,5.0%,9,2.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,95,s,s,48,50.5%,24,25.3%,s,s,s,s,82,39,47.6%,35,42.7%,s,s,s,s,s,s
02M296,High School of Hospitality Management,Students in temporary housing,2017-18,26,8,9,s,s,s,s,s,s,s,s,10,38.5%,12,46.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M296,High School of Hospitality Management,Students with Disabilities,2017-18,81,30,28,14,9,44,54.3%,37,45.7%,s,s,26,32.1%,48,59.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,9,56.3%,6,37.5%,s,s,s,s,s,s,16,14,87.5%,s,s,s,s,s,s,s,s
02M298,Pace High School,All Students,2017-18,537,155,165,115,102,311,57.9%,225,41.9%,43,8.0%,177,33.0%,272,50.7%,24,4.5%,21,3.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,111,11,9.9%,49,44.1%,42,37.8%,9,8.1%,51,45.9%,95,26,27.4%,53,55.8%,s,s,s,s,s,s
02M298,Pace High School,English Language Learners,2017-18,13,s,s,s,No Data,6,46.2%,7,53.8%,s,s,s,s,8,61.5%,s,s,s,s,9,69.2%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M298,Pace High School,Enrolled over the Counter,2017-18,27,s,10,12,s,18,66.7%,9,33.3%,s,s,12,44.4%,10,37.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M298,Pace High School,Receive free or reduced price lunch,2017-18,425,128,129,91,77,253,59.5%,171,40.2%,38,8.9%,142,33.4%,215,50.6%,17,4.0%,13,3.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,92,9,9.8%,42,45.7%,34,37.0%,7,7.6%,41,44.6%,78,23,29.5%,40,51.3%,s,s,s,s,s,s
02M298,Pace High School,Students in temporary housing,2017-18,36,11,12,7,6,23,63.9%,13,36.1%,s,s,18,50.0%,14,38.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,s,s,6,60.0%,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
02M298,Pace High School,Students with Disabilities,2017-18,105,38,41,14,12,48,45.7%,57,54.3%,s,s,39,37.1%,59,56.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,24,6,25.0%,14,58.3%,s,s,s,s,s,s,19,13,68.4%,s,s,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",All Students,2017-18,356,71,100,97,88,104,29.2%,252,70.8%,18,5.1%,86,24.2%,239,67.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,59,15,25.4%,32,54.2%,s,s,s,s,s,s,56,28,50.0%,16,28.6%,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",English Language Learners,2017-18,37,s,17,11,s,10,27.0%,27,73.0%,s,s,s,s,30,81.1%,s,s,s,s,29,78.4%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",Enrolled over the Counter,2017-18,21,9,7,s,s,6,28.6%,15,71.4%,s,s,7,33.3%,12,57.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",Receive free or reduced price lunch,2017-18,306,62,88,80,76,95,31.0%,211,69.0%,15,4.9%,73,23.9%,209,68.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,51,14,27.5%,25,49.0%,s,s,s,s,s,s,48,26,54.2%,13,27.1%,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",Students in temporary housing,2017-18,65,16,14,19,16,27,41.5%,38,58.5%,s,s,27,41.5%,37,56.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,s,s,9,75.0%,s,s,s,s,s,s,13,9,69.2%,s,s,s,s,s,s,s,s
02M300,"Urban Assembly School of Design and Construction,",Students with Disabilities,2017-18,85,18,31,20,16,19,22.4%,66,77.6%,s,s,26,30.6%,53,62.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,8,61.5%,s,s,s,s,s,s,s,s,11,9,81.8%,s,s,s,s,s,s,s,s
02M303,"Facing History School, The",All Students,2017-18,382,93,121,92,76,174,45.5%,208,54.5%,s,s,94,24.6%,271,70.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,56,12,21.4%,32,57.1%,s,s,s,s,s,s,50,27,54.0%,15,30.0%,s,s,s,s,s,s
02M303,"Facing History School, The",English Language Learners,2017-18,57,20,17,14,6,15,26.3%,42,73.7%,s,s,s,s,52,91.2%,s,s,s,s,52,91.2%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,10,s,s,6,60.0%,s,s,s,s,s,s,10,8,80.0%,s,s,s,s,s,s,s,s
02M303,"Facing History School, The",Enrolled over the Counter,2017-18,14,9,s,s,s,8,57.1%,6,42.9%,s,s,7,50.0%,7,50.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
